"","time","year","month","day","hour","min","sec","lat","long","gpsnum"
"38024","2008-10-11T07:36:50Z",2008,10,11,7,36,50,11.2215756252,124.076070618,1
"38025","2008-10-11T07:37:05Z",2008,10,11,7,37,5,11.2215440255,124.076079,1
"38026","2008-10-11T07:37:20Z",2008,10,11,7,37,20,11.2215069775,124.076094171,1
"38027","2008-10-11T07:37:35Z",2008,10,11,7,37,35,11.221490046,124.076116635,1
"38028","2008-10-11T07:37:50Z",2008,10,11,7,37,50,11.2214664929,124.076126358,1
"38029","2008-10-11T07:38:05Z",2008,10,11,7,38,5,11.2214706,124.076292235,1
"38030","2008-10-11T07:38:20Z",2008,10,11,7,38,20,11.2215519883,124.076517792,1
"38031","2008-10-11T07:38:35Z",2008,10,11,7,38,35,11.221742928,124.076704374,1
"38032","2008-10-11T07:38:50Z",2008,10,11,7,38,50,11.2221382186,124.076921549,1
"38033","2008-10-11T07:39:03Z",2008,10,11,7,39,3,11.222556727,124.077046439,1
"38034","2008-10-12T00:17:34Z",2008,10,12,0,17,34,11.3336698338,124.125156552,1
"38035","2008-10-12T00:17:49Z",2008,10,12,0,17,49,11.3336689956,124.125157138,1
"38036","2008-10-12T00:18:04Z",2008,10,12,0,18,4,11.3336585183,124.125170046,1
"38037","2008-10-12T00:18:19Z",2008,10,12,0,18,19,11.33366975,124.125168873,1
"38038","2008-10-12T00:18:34Z",2008,10,12,0,18,34,11.3336850889,124.125139536,1
"38039","2008-10-12T00:18:49Z",2008,10,12,0,18,49,11.3336918782,124.125151522,1
"38040","2008-10-12T00:19:04Z",2008,10,12,0,19,4,11.3336894475,124.125160826,1
"38041","2008-10-12T00:19:19Z",2008,10,12,0,19,19,11.3336732704,124.12517298,1
"38042","2008-10-12T00:19:34Z",2008,10,12,0,19,34,11.3336848374,124.125175327,1
"38043","2008-10-12T00:19:49Z",2008,10,12,0,19,49,11.3337120786,124.125179099,1
"38044","2008-10-12T00:20:04Z",2008,10,12,0,20,4,11.3337283395,124.12519075,1
"38045","2008-10-12T00:20:19Z",2008,10,12,0,20,19,11.3337372243,124.125186726,1
"38046","2008-10-12T00:20:34Z",2008,10,12,0,20,34,11.3337508868,124.125183793,1
"38047","2008-10-12T00:20:49Z",2008,10,12,0,20,49,11.3337690756,124.125183541,1
"38048","2008-10-12T00:21:04Z",2008,10,12,0,21,4,11.333783241,124.125188738,1
"38049","2008-10-12T00:21:19Z",2008,10,12,0,21,19,11.3337950595,124.125191253,1
"38050","2008-10-12T00:21:34Z",2008,10,12,0,21,34,11.333818445,124.125188654,1
"38051","2008-10-12T00:21:49Z",2008,10,12,0,21,49,11.3338584267,124.125205586,1
"38052","2008-10-12T00:22:04Z",2008,10,12,0,22,4,11.3338774536,124.125218745,1
"38053","2008-10-12T00:22:19Z",2008,10,12,0,22,19,11.3338992465,124.125240119,1
"38054","2008-10-12T00:22:34Z",2008,10,12,0,22,34,11.3339043595,124.125239952,1
"38055","2008-10-12T00:22:49Z",2008,10,12,0,22,49,11.3339205366,124.125237856,1
"38056","2008-10-12T00:23:04Z",2008,10,12,0,23,4,11.3339472748,124.125226289,1
"38057","2008-10-12T00:23:19Z",2008,10,12,0,23,19,11.333984239,124.125220673,1
"38058","2008-10-12T00:23:34Z",2008,10,12,0,23,34,11.3340350334,124.125215895,1
"38059","2008-10-12T00:23:49Z",2008,10,12,0,23,49,11.3340865821,124.12521732,1
"38060","2008-10-12T00:24:04Z",2008,10,12,0,24,4,11.3341221213,124.125220086,1
"38061","2008-10-12T00:24:19Z",2008,10,12,0,24,19,11.3341552299,124.125209022,1
"38062","2008-10-12T00:24:34Z",2008,10,12,0,24,34,11.3342111371,124.125202149,1
"38063","2008-10-12T00:24:49Z",2008,10,12,0,24,49,11.3342574891,124.125196617,1
"38064","2008-10-12T00:25:04Z",2008,10,12,0,25,4,11.3343054336,124.125197623,1
"38065","2008-10-12T00:25:19Z",2008,10,12,0,25,19,11.3343377877,124.125220925,1
"38066","2008-10-12T00:25:34Z",2008,10,12,0,25,34,11.3343747519,124.125217069,1
"38067","2008-10-12T00:25:49Z",2008,10,12,0,25,49,11.3344144821,124.125202233,1
"38068","2008-10-12T00:26:04Z",2008,10,12,0,26,4,11.3344406337,124.125199551,1
"38069","2008-10-12T00:26:19Z",2008,10,12,0,26,19,11.3344545476,124.125205586,1
"38070","2008-10-12T00:26:34Z",2008,10,12,0,26,34,11.3344581518,124.125212291,1
"38071","2008-10-12T00:26:49Z",2008,10,12,0,26,49,11.3344857283,124.125197455,1
"38072","2008-10-12T00:27:04Z",2008,10,12,0,27,4,11.3345075212,124.125173399,1
"38073","2008-10-12T00:27:19Z",2008,10,12,0,27,19,11.3345188368,124.125160659,1
"38074","2008-10-12T00:27:34Z",2008,10,12,0,27,34,11.3345398754,124.125142219,1
"38075","2008-10-12T00:27:49Z",2008,10,12,0,27,49,11.3345792703,124.12512227,1
"38076","2008-10-12T00:28:04Z",2008,10,12,0,28,4,11.3345985487,124.125098465,1
"38077","2008-10-12T00:28:19Z",2008,10,12,0,28,19,11.3346296456,124.125073655,1
"38078","2008-10-12T00:28:34Z",2008,10,12,0,28,34,11.3346713874,124.125054376,1
"38079","2008-10-12T00:28:49Z",2008,10,12,0,28,49,11.3347028196,124.125039289,1
"38080","2008-10-12T00:29:04Z",2008,10,12,0,29,4,11.3347356766,124.12501934,1
"38081","2008-10-12T00:29:19Z",2008,10,12,0,29,19,11.3347728923,124.125003833,1
"38082","2008-10-12T00:29:34Z",2008,10,12,0,29,34,11.3348047435,124.124991428,1
"38083","2008-10-12T00:29:49Z",2008,10,12,0,29,49,11.3348357566,124.125009282,1
"38084","2008-10-12T00:30:04Z",2008,10,12,0,30,4,11.3348443899,124.125021184,1
"38085","2008-10-12T00:30:19Z",2008,10,12,0,30,19,11.3348701224,124.12501758,1
"38086","2008-10-12T00:30:34Z",2008,10,12,0,30,34,11.3349046558,124.125009868,1
"38087","2008-10-12T00:30:49Z",2008,10,12,0,30,49,11.334934663,124.125001235,1
"38088","2008-10-12T00:31:04Z",2008,10,12,0,31,4,11.3349794224,124.124988159,1
"38089","2008-10-12T00:31:19Z",2008,10,12,0,31,19,11.3350118604,124.124979023,1
"38090","2008-10-12T00:31:34Z",2008,10,12,0,31,34,11.335052764,124.12496293,1
"38091","2008-10-12T00:31:49Z",2008,10,12,0,31,49,11.3350853696,124.12494692,1
"38092","2008-10-12T00:32:04Z",2008,10,12,0,32,4,11.3351112697,124.124930156,1
"38093","2008-10-12T00:32:19Z",2008,10,12,0,32,19,11.3351429533,124.124949183,1
"38094","2008-10-12T00:32:34Z",2008,10,12,0,32,34,11.335175978,124.124968462,1
"38095","2008-10-12T00:32:49Z",2008,10,12,0,32,49,11.3352069911,124.124990758,1
"38096","2008-10-12T00:33:04Z",2008,10,12,0,33,4,11.3352284487,124.124981286,1
"38097","2008-10-12T00:33:19Z",2008,10,12,0,33,19,11.3352286164,124.12495086,1
"38098","2008-10-12T00:33:34Z",2008,10,12,0,33,34,11.3352356572,124.124919679,1
"38099","2008-10-12T00:33:49Z",2008,10,12,0,33,49,11.3352536783,124.124897132,1
"38100","2008-10-12T00:34:04Z",2008,10,12,0,34,4,11.335270945,124.124877183,1
"38101","2008-10-12T00:34:19Z",2008,10,12,0,34,19,11.3352844398,124.124864442,1
"38102","2008-10-12T00:34:34Z",2008,10,12,0,34,34,11.3352802489,124.124868717,1
"38103","2008-10-12T00:34:49Z",2008,10,12,0,34,49,11.3352861162,124.124863856,1
"38104","2008-10-12T00:35:04Z",2008,10,12,0,35,4,11.3353003655,124.124857234,1
"38105","2008-10-12T00:35:19Z",2008,10,12,0,35,19,11.335322829,124.124849187,1
"38106","2008-10-12T00:35:34Z",2008,10,12,0,35,34,11.3353281934,124.124839632,1
"38107","2008-10-12T00:35:49Z",2008,10,12,0,35,49,11.3353280257,124.124835525,1
"38108","2008-10-12T00:36:04Z",2008,10,12,0,36,4,11.3353239186,124.124829993,1
"38109","2008-10-12T00:36:19Z",2008,10,12,0,36,19,11.3353339769,124.124825383,1
"38110","2008-10-12T00:36:34Z",2008,10,12,0,36,34,11.3353678398,124.124838458,1
"38111","2008-10-12T00:36:49Z",2008,10,12,0,36,49,11.3353957515,124.124821778,1
"38112","2008-10-12T00:37:04Z",2008,10,12,0,37,4,11.3354033791,124.124801746,1
"38113","2008-10-12T00:37:19Z",2008,10,12,0,37,19,11.3353988528,124.12478758,1
"38114","2008-10-12T00:37:34Z",2008,10,12,0,37,34,11.3353944942,124.124762183,1
"38115","2008-10-12T00:37:49Z",2008,10,12,0,37,49,11.3354014512,124.124736283,1
"38116","2008-10-12T00:38:04Z",2008,10,12,0,38,4,11.335427938,124.124719352,1
"38117","2008-10-12T00:38:19Z",2008,10,12,0,38,19,11.3354565203,124.124714574,1
"38118","2008-10-12T00:38:34Z",2008,10,12,0,38,34,11.3354915567,124.124697223,1
"38119","2008-10-12T00:38:49Z",2008,10,12,0,38,49,11.3355073985,124.12466839,1
"38120","2008-10-12T00:39:04Z",2008,10,12,0,39,4,11.335517792,124.124637041,1
"38121","2008-10-12T00:39:19Z",2008,10,12,0,39,19,11.3355300296,124.124604184,1
"38122","2008-10-12T00:39:34Z",2008,10,12,0,39,34,11.3355503976,124.124583146,1
"38123","2008-10-12T00:39:49Z",2008,10,12,0,39,49,11.3355850987,124.124593958,1
"38124","2008-10-12T00:40:04Z",2008,10,12,0,40,4,11.3356301934,124.12460695,1
"38125","2008-10-12T00:40:19Z",2008,10,12,0,40,19,11.3356581889,124.124622876,1
"38126","2008-10-12T00:40:34Z",2008,10,12,0,40,34,11.3356849272,124.124628827,1
"38127","2008-10-12T00:40:49Z",2008,10,12,0,40,49,11.335698925,124.12462187,1
"38128","2008-10-12T00:41:04Z",2008,10,12,0,41,4,11.3357303571,124.124621032,1
"38129","2008-10-12T00:41:19Z",2008,10,12,0,41,19,11.3357546646,124.124630922,1
"38130","2008-10-12T00:41:34Z",2008,10,12,0,41,34,11.3357567601,124.12466093,1
"38131","2008-10-12T00:41:49Z",2008,10,12,0,41,49,11.3357587717,124.124681298,1
"38132","2008-10-12T00:42:04Z",2008,10,12,0,42,4,11.3357664831,124.124715496,1
"38133","2008-10-12T00:42:19Z",2008,10,12,0,42,19,11.3357693329,124.124741144,1
"38134","2008-10-12T00:42:34Z",2008,10,12,0,42,34,11.3357741944,124.124768637,1
"38135","2008-10-12T00:42:49Z",2008,10,12,0,42,49,11.3357982505,124.12478976,1
"38136","2008-10-12T00:43:04Z",2008,10,12,0,43,4,11.3358300179,124.124794034,1
"38137","2008-10-12T00:43:19Z",2008,10,12,0,43,19,11.3358539902,124.124783557,1
"38138","2008-10-12T00:43:34Z",2008,10,12,0,43,34,11.3358504698,124.124772577,1
"38139","2008-10-12T00:43:49Z",2008,10,12,0,43,49,11.3358534873,124.124763021,1
"38140","2008-10-12T00:44:04Z",2008,10,12,0,44,4,11.3358493801,124.124760758,1
"38141","2008-10-12T00:44:19Z",2008,10,12,0,44,19,11.3358574267,124.124757824,1
"38142","2008-10-12T00:44:34Z",2008,10,12,0,44,34,11.3358652219,124.124757573,1
"38143","2008-10-12T00:44:49Z",2008,10,12,0,44,49,11.3358649705,124.124758998,1
"38144","2008-10-12T00:45:04Z",2008,10,12,0,45,4,11.335876286,124.124753885,1
"38145","2008-10-12T00:45:19Z",2008,10,12,0,45,19,11.3358902,124.124747263,1
"38146","2008-10-12T00:45:34Z",2008,10,12,0,45,34,11.3359039463,124.124744078,1
"38147","2008-10-12T00:45:49Z",2008,10,12,0,45,49,11.335914759,124.124743743,1
"38148","2008-10-12T00:46:04Z",2008,10,12,0,46,4,11.3359245658,124.124737792,1
"38149","2008-10-12T00:46:19Z",2008,10,12,0,46,19,11.3359414972,124.124725973,1
"38150","2008-10-12T00:46:34Z",2008,10,12,0,46,34,11.3359518908,124.124717424,1
"38151","2008-10-12T00:46:49Z",2008,10,12,0,46,49,11.3359708339,124.124690434,1
"38152","2008-10-12T00:47:04Z",2008,10,12,0,47,4,11.3359887712,124.124673251,1
"38153","2008-10-12T00:47:19Z",2008,10,12,0,47,19,11.3360033557,124.124653218,1
"38154","2008-10-12T00:47:34Z",2008,10,12,0,47,34,11.3360225502,124.124632431,1
"38155","2008-10-12T00:47:49Z",2008,10,12,0,47,49,11.3360500429,124.124605441,1
"38156","2008-10-12T00:48:04Z",2008,10,12,0,48,4,11.3360538986,124.124574596,1
"38157","2008-10-12T00:48:19Z",2008,10,12,0,48,19,11.3360529765,124.124546349,1
"38158","2008-10-12T00:48:34Z",2008,10,12,0,48,34,11.336075943,124.12452355,1
"38159","2008-10-12T00:48:49Z",2008,10,12,0,48,49,11.3361215405,124.124512151,1
"38160","2008-10-12T00:49:04Z",2008,10,12,0,49,4,11.3361404836,124.124494046,1
"38161","2008-10-12T00:49:19Z",2008,10,12,0,49,19,11.3361533917,124.124478539,1
"38162","2008-10-12T00:49:34Z",2008,10,12,0,49,34,11.3361780345,124.124456076,1
"38163","2008-10-12T00:49:49Z",2008,10,12,0,49,49,11.3362068683,124.124434451,1
"38164","2008-10-12T00:50:04Z",2008,10,12,0,50,4,11.3362494484,124.124420621,1
"38165","2008-10-12T00:50:19Z",2008,10,12,0,50,19,11.3362856582,124.124431852,1
"38166","2008-10-12T00:50:34Z",2008,10,12,0,50,34,11.3363101333,124.124446269,1
"38167","2008-10-12T00:50:49Z",2008,10,12,0,50,49,11.3363289926,124.124460435,1
"38168","2008-10-12T00:51:04Z",2008,10,12,0,51,4,11.3363466784,124.12445398,1
"38169","2008-10-12T00:51:19Z",2008,10,12,0,51,19,11.3363708183,124.124431768,1
"38170","2008-10-12T00:51:34Z",2008,10,12,0,51,34,11.3364065252,124.124416262,1
"38171","2008-10-12T00:51:49Z",2008,10,12,0,51,49,11.3364356942,124.124398744,1
"38172","2008-10-12T00:52:04Z",2008,10,12,0,52,4,11.3364721555,124.124391619,1
"38173","2008-10-12T00:52:19Z",2008,10,12,0,52,19,11.3365091197,124.124384997,1
"38174","2008-10-12T00:52:34Z",2008,10,12,0,52,34,11.3365379535,124.124374436,1
"38175","2008-10-12T00:52:49Z",2008,10,12,0,52,49,11.3365640212,124.124353481,1
"38176","2008-10-12T00:53:04Z",2008,10,12,0,53,4,11.3365849759,124.124332275,1
"38177","2008-10-12T00:53:19Z",2008,10,12,0,53,19,11.3366136421,124.124313835,1
"38178","2008-10-12T00:53:34Z",2008,10,12,0,53,34,11.3366476726,124.124308135,1
"38179","2008-10-12T00:53:49Z",2008,10,12,0,53,49,11.3366782665,124.124334957,1
"38180","2008-10-12T00:54:04Z",2008,10,12,0,54,4,11.3366999757,124.124370329,1
"38181","2008-10-12T00:54:19Z",2008,10,12,0,54,19,11.3367261272,124.124408718,1
"38182","2008-10-12T00:54:34Z",2008,10,12,0,54,34,11.3367529493,124.124438222,1
"38183","2008-10-12T00:54:49Z",2008,10,12,0,54,49,11.3367728982,124.124442078,1
"38184","2008-10-12T00:55:04Z",2008,10,12,0,55,4,11.3367860578,124.124413664,1
"38185","2008-10-12T00:55:19Z",2008,10,12,0,55,19,11.3367848843,124.124391871,1
"38186","2008-10-12T00:55:34Z",2008,10,12,0,55,34,11.3367814478,124.124379298,1
"38187","2008-10-12T00:55:49Z",2008,10,12,0,55,49,11.3367739879,124.124372592,1
"38188","2008-10-12T00:56:04Z",2008,10,12,0,56,4,11.3367826212,124.124362534,1
"38189","2008-10-12T00:56:19Z",2008,10,12,0,56,19,11.3367920928,124.124351554,1
"38190","2008-10-12T00:56:34Z",2008,10,12,0,56,34,11.3368021511,124.124341998,1
"38191","2008-10-12T00:56:49Z",2008,10,12,0,56,49,11.3368162327,124.124324145,1
"38192","2008-10-12T00:57:04Z",2008,10,12,0,57,4,11.336837858,124.124303441,1
"38193","2008-10-12T00:57:19Z",2008,10,12,0,57,19,11.3368763309,124.124292964,1
"38194","2008-10-12T00:57:34Z",2008,10,12,0,57,34,11.3369167317,124.12427905,1
"38195","2008-10-12T00:57:49Z",2008,10,12,0,57,49,11.3369516842,124.124268489,1
"38196","2008-10-12T00:58:04Z",2008,10,12,0,58,4,11.3369879778,124.124260191,1
"38197","2008-10-12T00:58:19Z",2008,10,12,0,58,19,11.3370199967,124.124254826,1
"38198","2008-10-12T00:58:34Z",2008,10,12,0,58,34,11.3370570447,124.124249462,1
"38199","2008-10-12T00:58:49Z",2008,10,12,0,58,49,11.3370923325,124.124252228,1
"38200","2008-10-12T00:59:04Z",2008,10,12,0,59,4,11.3371122815,124.124237895,1
"38201","2008-10-12T00:59:19Z",2008,10,12,0,59,19,11.3371251896,124.124212833,1
"38202","2008-10-12T00:59:34Z",2008,10,12,0,59,34,11.3371467311,124.124185089,1
"38203","2008-10-12T00:59:49Z",2008,10,12,0,59,49,11.3371777441,124.124162374,1
"38204","2008-10-12T01:00:04Z",2008,10,12,1,0,4,11.3372054882,124.124142593,1
"38205","2008-10-12T01:00:19Z",2008,10,12,1,0,19,11.3372325618,124.124129182,1
"38206","2008-10-12T01:00:34Z",2008,10,12,1,0,34,11.3372497447,124.124125326,1
"38207","2008-10-12T01:00:49Z",2008,10,12,1,0,49,11.3372699451,124.124130271,1
"38208","2008-10-12T01:01:04Z",2008,10,12,1,1,4,11.3372987788,124.124130523,1
"38209","2008-10-12T01:01:19Z",2008,10,12,1,1,19,11.337325098,124.124109233,1
"38210","2008-10-12T01:01:34Z",2008,10,12,1,1,34,11.3373498246,124.124087524,1
"38211","2008-10-12T01:01:49Z",2008,10,12,1,1,49,11.3373633195,124.124072017,1
"38212","2008-10-12T01:02:04Z",2008,10,12,1,2,4,11.3373692706,124.124067156,1
"38213","2008-10-12T01:02:19Z",2008,10,12,1,2,19,11.337371869,124.124061875,1
"38214","2008-10-12T01:02:34Z",2008,10,12,1,2,34,11.3373942487,124.124063049,1
"38215","2008-10-12T01:02:49Z",2008,10,12,1,2,49,11.3374212384,124.12405014,1
"38216","2008-10-12T01:03:04Z",2008,10,12,1,3,4,11.3374428637,124.124030862,1
"38217","2008-10-12T01:03:19Z",2008,10,12,1,3,19,11.3374692667,124.124006722,1
"38218","2008-10-12T01:03:34Z",2008,10,12,1,3,34,11.3374979328,124.123994233,1
"38219","2008-10-12T01:03:49Z",2008,10,12,1,3,49,11.3375188876,124.123981241,1
"38220","2008-10-12T01:04:04Z",2008,10,12,1,4,4,11.3375384174,124.123954754,1
"38221","2008-10-12T01:04:19Z",2008,10,12,1,4,19,11.3375599589,124.1239281,1
"38222","2008-10-12T01:04:34Z",2008,10,12,1,4,34,11.3375826739,124.123907648,1
"38223","2008-10-12T01:04:49Z",2008,10,12,1,4,49,11.3376108371,124.123890381,1
"38224","2008-10-12T01:05:04Z",2008,10,12,1,5,4,11.3376406766,124.123877389,1
"38225","2008-10-12T01:05:19Z",2008,10,12,1,5,19,11.337669678,124.123861128,1
"38226","2008-10-12T01:05:34Z",2008,10,12,1,5,34,11.3376971707,124.123842856,1
"38227","2008-10-12T01:05:49Z",2008,10,12,1,5,49,11.3377304468,124.123832546,1
"38228","2008-10-12T01:06:04Z",2008,10,12,1,6,4,11.337756766,124.123821566,1
"38229","2008-10-12T01:06:19Z",2008,10,12,1,6,19,11.3377807382,124.123811256,1
"38230","2008-10-12T01:06:34Z",2008,10,12,1,6,34,11.3377812412,124.123806646,1
"38231","2008-10-12T01:06:49Z",2008,10,12,1,6,49,11.3377758767,124.123804383,1
"38232","2008-10-12T01:07:04Z",2008,10,12,1,7,4,11.3377767988,124.123803461,1
"38233","2008-10-12T01:07:19Z",2008,10,12,1,7,19,11.3378122542,124.123812346,1
"38234","2008-10-12T01:07:34Z",2008,10,12,1,7,34,11.3378518168,124.123813435,1
"38235","2008-10-12T01:07:49Z",2008,10,12,1,7,49,11.3378879428,124.123809328,1
"38236","2008-10-12T01:08:04Z",2008,10,12,1,8,4,11.3379156869,124.123802874,1
"38237","2008-10-12T01:08:19Z",2008,10,12,1,8,19,11.3379496336,124.123796839,1
"38238","2008-10-12T01:08:34Z",2008,10,12,1,8,34,11.3379837479,124.123799773,1
"38239","2008-10-12T01:08:49Z",2008,10,12,1,8,49,11.338015683,124.12380388,1
"38240","2008-10-12T01:09:04Z",2008,10,12,1,9,4,11.3380415831,124.123803629,1
"38241","2008-10-12T01:09:19Z",2008,10,12,1,9,19,11.3380450197,124.123779656,1
"38242","2008-10-12T01:09:34Z",2008,10,12,1,9,34,11.3380493782,124.123754092,1
"38243","2008-10-12T01:09:49Z",2008,10,12,1,9,49,11.3380563352,124.123731377,1
"38244","2008-10-12T01:10:04Z",2008,10,12,1,10,4,11.3380639628,124.1237095,1
"38245","2008-10-12T01:10:19Z",2008,10,12,1,10,19,11.3380885217,124.12368888,1
"38246","2008-10-12T01:10:34Z",2008,10,12,1,10,34,11.3381216303,124.123695586,1
"38247","2008-10-12T01:10:49Z",2008,10,12,1,10,49,11.3381529786,124.123708662,1
"38248","2008-10-12T01:11:04Z",2008,10,12,1,11,4,11.3381718379,124.12369567,1
"38249","2008-10-12T01:11:19Z",2008,10,12,1,11,19,11.3381961454,124.123678654,1
"38250","2008-10-12T01:11:34Z",2008,10,12,1,11,34,11.3382147532,124.123652754,1
"38251","2008-10-12T01:11:49Z",2008,10,12,1,11,49,11.3382350374,124.123628363,1
"38252","2008-10-12T01:12:04Z",2008,10,12,1,12,4,11.3382655475,124.123614365,1
"38253","2008-10-12T01:12:19Z",2008,10,12,1,12,19,11.3382851612,124.123607827,1
"38254","2008-10-12T01:12:34Z",2008,10,12,1,12,34,11.3383024279,124.123607827,1
"38255","2008-10-12T01:12:49Z",2008,10,12,1,12,49,11.3383242209,124.123618891,1
"38256","2008-10-12T01:13:04Z",2008,10,12,1,13,4,11.3383518811,124.123637164,1
"38257","2008-10-12T01:13:19Z",2008,10,12,1,13,19,11.3383839838,124.123656526,1
"38258","2008-10-12T01:13:34Z",2008,10,12,1,13,34,11.3384165894,124.123673793,1
"38259","2008-10-12T01:13:49Z",2008,10,12,1,13,49,11.3384350296,124.1236836,1
"38260","2008-10-12T01:14:04Z",2008,10,12,1,14,4,11.3384486921,124.12368427,1
"38261","2008-10-12T01:14:19Z",2008,10,12,1,14,19,11.3384780288,124.123685863,1
"38262","2008-10-12T01:14:34Z",2008,10,12,1,14,34,11.338506192,124.123676391,1
"38263","2008-10-12T01:14:49Z",2008,10,12,1,14,49,11.3385266438,124.123659376,1
"38264","2008-10-12T01:15:04Z",2008,10,12,1,15,4,11.3385484368,124.123639846,1
"38265","2008-10-12T01:15:19Z",2008,10,12,1,15,19,11.3385691401,124.12362258,1
"38266","2008-10-12T01:15:34Z",2008,10,12,1,15,34,11.3385787793,124.123616545,1
"38267","2008-10-12T01:15:49Z",2008,10,12,1,15,49,11.3385780249,124.123604475,1
"38268","2008-10-12T01:16:04Z",2008,10,12,1,16,4,11.3385845628,124.123586286,1
"38269","2008-10-12T01:16:19Z",2008,10,12,1,16,19,11.3385985605,124.123567427,1
"38270","2008-10-12T01:16:34Z",2008,10,12,1,16,34,11.338618258,124.123544293,1
"38271","2008-10-12T01:16:49Z",2008,10,12,1,16,49,11.3386522885,124.123526942,1
"38272","2008-10-12T01:17:04Z",2008,10,12,1,17,4,11.3386784401,124.123518728,1
"38273","2008-10-12T01:17:19Z",2008,10,12,1,17,19,11.3386927731,124.123506323,1
"38274","2008-10-12T01:17:34Z",2008,10,12,1,17,34,11.3387166616,124.123496851,1
"38275","2008-10-12T01:17:49Z",2008,10,12,1,17,49,11.3387459982,124.123489894,1
"38276","2008-10-12T01:18:04Z",2008,10,12,1,18,4,11.3387745805,124.123478662,1
"38277","2008-10-12T01:18:19Z",2008,10,12,1,18,19,11.3388015702,124.123468772,1
"38278","2008-10-12T01:18:34Z",2008,10,12,1,18,34,11.3388288952,124.123457959,1
"38279","2008-10-12T01:18:49Z",2008,10,12,1,18,49,11.338854041,124.123446476,1
"38280","2008-10-12T01:19:04Z",2008,10,12,1,19,4,11.3388717268,124.12342703,1
"38281","2008-10-12T01:19:19Z",2008,10,12,1,19,19,11.3388837967,124.123400459,1
"38282","2008-10-12T01:19:34Z",2008,10,12,1,19,34,11.3388964534,124.123378079,1
"38283","2008-10-12T01:19:49Z",2008,10,12,1,19,49,11.3389064278,124.123354778,1
"38284","2008-10-12T01:20:04Z",2008,10,12,1,20,4,11.338914223,124.123340445,1
"38285","2008-10-12T01:20:19Z",2008,10,12,1,20,19,11.3389352616,124.123329967,1
"38286","2008-10-12T01:20:34Z",2008,10,12,1,20,34,11.3389530312,124.123324435,1
"38287","2008-10-12T01:20:49Z",2008,10,12,1,20,49,11.3389834575,124.123319574,1
"38288","2008-10-12T01:21:04Z",2008,10,12,1,21,4,11.339014722,124.123318316,1
"38289","2008-10-12T01:21:19Z",2008,10,12,1,21,19,11.3390489202,124.12331555,1
"38290","2008-10-12T01:21:34Z",2008,10,12,1,21,34,11.3390783407,124.12330918,1
"38291","2008-10-12T01:21:49Z",2008,10,12,1,21,49,11.3390979543,124.123297278,1
"38292","2008-10-12T01:22:04Z",2008,10,12,1,22,4,11.3391093537,124.12327012,1
"38293","2008-10-12T01:22:19Z",2008,10,12,1,22,19,11.3391247764,124.123248328,1
"38294","2008-10-12T01:22:34Z",2008,10,12,1,22,34,11.3391372655,124.123229133,1
"38295","2008-10-12T01:22:49Z",2008,10,12,1,22,49,11.3391480781,124.12321195,1
"38296","2008-10-12T01:23:04Z",2008,10,12,1,23,4,11.3391508441,124.123204574,1
"38297","2008-10-12T01:23:19Z",2008,10,12,1,23,19,11.3391440548,124.123191247,1
"38298","2008-10-12T01:23:34Z",2008,10,12,1,23,34,11.3391660992,124.123184038,1
"38299","2008-10-12T01:23:49Z",2008,10,12,1,23,49,11.3391836174,124.123167694,1
"38300","2008-10-12T01:24:04Z",2008,10,12,1,24,4,11.3391978666,124.123140117,1
"38301","2008-10-12T01:24:19Z",2008,10,12,1,24,19,11.3392068353,124.123117821,1
"38302","2008-10-12T01:24:34Z",2008,10,12,1,24,34,11.3392144628,124.123099968,1
"38303","2008-10-12T01:24:49Z",2008,10,12,1,24,49,11.3392197434,124.12309234,1
"38304","2008-10-12T01:25:04Z",2008,10,12,1,25,4,11.3392337412,124.123083036,1
"38305","2008-10-12T01:25:19Z",2008,10,12,1,25,19,11.3392362557,124.123063758,1
"38306","2008-10-12T01:25:34Z",2008,10,12,1,25,34,11.3392391894,124.123048922,1
"38307","2008-10-12T01:25:49Z",2008,10,12,1,25,49,11.3392553665,124.123029644,1
"38308","2008-10-12T01:26:04Z",2008,10,12,1,26,4,11.3392633293,124.123006761,1
"38309","2008-10-12T01:26:19Z",2008,10,12,1,26,19,11.3392829429,124.122983878,1
"38310","2008-10-12T01:26:34Z",2008,10,12,1,26,34,11.3393120281,124.122963175,1
"38311","2008-10-12T01:26:49Z",2008,10,12,1,26,49,11.3393386826,124.122946747,1
"38312","2008-10-12T01:27:04Z",2008,10,12,1,27,4,11.3393601403,124.12292772,1
"38313","2008-10-12T01:27:19Z",2008,10,12,1,27,19,11.3393805921,124.122908693,1
"38314","2008-10-12T01:27:34Z",2008,10,12,1,27,34,11.3393991999,124.122885894,1
"38315","2008-10-12T01:27:49Z",2008,10,12,1,27,49,11.3394140359,124.122861167,1
"38316","2008-10-12T01:28:04Z",2008,10,12,1,28,4,11.3394267764,124.122834262,1
"38317","2008-10-12T01:28:19Z",2008,10,12,1,28,19,11.3394498266,124.122813055,1
"38318","2008-10-12T01:28:34Z",2008,10,12,1,28,34,11.3394680992,124.122790927,1
"38319","2008-10-12T01:28:49Z",2008,10,12,1,28,49,11.3394817617,124.122767793,1
"38320","2008-10-12T01:29:04Z",2008,10,12,1,29,4,11.3394921552,124.122741725,1
