"","Sample","Marker","A1.AFG1","A2.AFG1","A1.AFG9","A2.AFG9","A1.AFG1.M","A2.AFG1.M","A1.AFG4.M","A2.AFG4.M","A1.AFG6.M","A2.AFG6.M","A1.AFG8.M","A2.AFG8.M","A1.AFG9.M","A2.AFG9.M","A1.AFG46","A2.AFG46","A1.AFG48","A2.AFG48","A1.AFG49","A2.AFG49","A1.AFG50","A2.AFG50","A1.AFG51","A2.AFG51","A1.AFG52","A2.AFG52","A1.AFG53","A2.AFG53","A1.AFG54","A2.AFG54","A1.AFG55","A2.AFG55","A1.AFG56","A2.AFG56","A1.AFG57","A2.AFG57","error","numgenos","A1consens","A2consens"
"2259","PRBI73","APR_Cf29",NA,NA,187,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,191
"2260","PRBI73","NNG_012",NA,NA,116,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,116,118
"2261","PRBI73","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,271,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,271,299
"2262","PRBI73","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187
"2263","PRBI73","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,194,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,194,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA
"2264","PRBI73","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,337,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,337,337
"2265","PRBI73","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,277,NA,1,273,277
"2266","PRBI73","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,113
"2267","PRBI73","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,285,313
"2268","PRBI73","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,266
"2269","PRBI73","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,288,298
"2270","PRBI73","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,255,255
"2271","PRBI73","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,NA,NA,FALSE,2,284,286
"2272","PRBI73","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,274,282
"2273","PRBI74","AC1359",NA,NA,273,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,275
"2274","PRBI74","AC1578",NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,250,250
"2275","PRBI74","APR_Cf29",NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187
"2276","PRBI74","NNG_012",NA,NA,NA,NA,116,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,116,116
"2277","PRBI74","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,269,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,269,290
"2278","PRBI74","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,189,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,189,196
"2279","PRBI74","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,194,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,194,194
"2280","PRBI74","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,335,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,335,356
"2281","PRBI74","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,279,NA,1,273,279
"2282","PRBI74","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,113
"2283","PRBI74","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,273
"2284","PRBI74","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,266,NA,NA,FALSE,2,266,266
"2285","PRBI74","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,288,NA,NA,NA,1,288,288
"2286","PRBI74","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,255,255
"2287","PRBI74","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,286,286
"2288","PRBI74","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,274,276
"2289","PRBI75","AC1359",NA,NA,NA,NA,273,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,273,275
"2290","PRBI75","AC1578",NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,250,250
"2291","PRBI75","APR_Cf29",NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,185,193
"2292","PRBI75","NNG_012",NA,NA,116,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,116,116
"2293","PRBI75","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,269,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2,NA,NA
"2294","PRBI75","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,193,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,193,193
"2295","PRBI75","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,171,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,171,171
"2296","PRBI75","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,300,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,300,300
"2297","PRBI75","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,275,279
"2298","PRBI75","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,117,NA,NA,NA,NA,FALSE,2,101,117
"2299","PRBI75","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,265,304
"2300","PRBI75","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,266
"2301","PRBI75","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,288,288
"2302","PRBI75","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,255,255
"2303","PRBI75","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,NA,NA,NA,NA,FALSE,2,286,288
"2304","PRBI75","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,278,282
"2305","PRBI76","AC1359",NA,NA,NA,NA,273,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,275
"2306","PRBI76","AC1578",NA,NA,NA,NA,NA,NA,248,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,248,248
"2307","PRBI76","APR_Cf29",NA,NA,NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,193
"2308","PRBI76","NNG_012",NA,NA,NA,NA,116,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,116,118
"2309","PRBI76","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,262,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,262,266
"2310","PRBI76","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,185,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,185,187
"2311","PRBI76","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,171,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,171,171
"2312","PRBI76","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,294,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,294,335
"2313","PRBI76","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,277,NA,1,273,277
"2314","PRBI76","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"2315","PRBI76","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"2316","PRBI76","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,266,NA,NA,NA,1,266,266
"2317","PRBI76","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,298,NA,NA,288,298,NA,NA,FALSE,2,288,298
"2318","PRBI76","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"2319","PRBI76","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"2320","PRBI76","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,276,276
"2321","PRBI77","AC1359",NA,NA,NA,NA,273,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,275
"2322","PRBI77","AC1578",NA,NA,NA,NA,NA,NA,248,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,248,250
"2323","PRBI77","APR_Cf29",NA,NA,NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,193
"2324","PRBI77","NNG_012",NA,NA,NA,NA,118,118,NA,NA,NA,NA,NA,NA,NA,NA,118,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,118,118
"2325","PRBI77","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,266,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,299
"2326","PRBI77","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,189,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,189,189
"2327","PRBI77","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,167,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,167,167
"2328","PRBI77","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,294,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,294,296
"2329","PRBI77","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,273,273
"2330","PRBI77","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,97,101
"2331","PRBI77","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,221,269
"2332","PRBI77","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,266
"2333","PRBI77","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,288,NA,NA,NA,NA,NA,NA,FALSE,2,278,288
"2334","PRBI77","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,255,255
"2335","PRBI77","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,286,288
"2336","PRBI77","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,278,285
"2337","PRBI78","AC1359",NA,NA,NA,NA,273,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,275
"2338","PRBI78","AC1578",NA,NA,NA,NA,NA,NA,248,248,NA,NA,NA,NA,NA,NA,248,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,248,248
"2339","PRBI78","APR_Cf29",NA,NA,187,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,201
"2340","PRBI78","NNG_012",NA,NA,118,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,118,118
"2341","PRBI78","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,269
"2342","PRBI78","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,187,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,202
"2343","PRBI78","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,167,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,190,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,167,190
"2344","PRBI78","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"2345","PRBI78","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,277
"2346","PRBI78","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,117
"2347","PRBI78","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,221,289
"2348","PRBI78","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,264,266
"2349","PRBI78","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,278,288
"2350","PRBI78","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,255,255
"2351","PRBI78","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,284,284
"2352","PRBI78","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,274,282
"2353","PRBI79","AC1359",NA,NA,275,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,275,275
"2354","PRBI79","AC1578",NA,NA,NA,NA,NA,NA,248,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,248,250
"2355","PRBI79","APR_Cf29",NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187
"2356","PRBI79","NNG_012",NA,NA,NA,NA,118,118,NA,NA,NA,NA,NA,NA,NA,NA,118,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,118,118
"2357","PRBI79","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,288,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,288,299
"2358","PRBI79","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187
"2359","PRBI79","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,167,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,167,167
"2360","PRBI79","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,294,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,294,296
"2361","PRBI79","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,NA,1,273,273
