"","Sample","Marker","A1.AFG1","A2.AFG1","A1.AFG9","A2.AFG9","A1.AFG15","A2.AFG15","A1.AFG1.M","A2.AFG1.M","A1.AFG4.M","A2.AFG4.M","A1.AFG6.M","A2.AFG6.M","A1.AFG8.M","A2.AFG8.M","A1.AFG9.M","A2.AFG9.M","A1.AFG45","A2.AFG45","A1.AFG46","A2.AFG46","A1.AFG48","A2.AFG48","A1.AFG49","A2.AFG49","A1.AFG50","A2.AFG50","A1.AFG51","A2.AFG51","error","numgenos","A1consens","A2consens","hom"
"2223","PRBI342","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,277,NA,1,273,277,FALSE
"2224","PRBI342","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2225","PRBI342","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,321,NA,1,269,321,FALSE
"2226","PRBI342","APR_Cf8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2227","PRBI342","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,266,NA,1,264,266,FALSE
"2228","PRBI342","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,289,NA,1,277,289,FALSE
"2229","PRBI342","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,1,255,255,TRUE
"2230","PRBI342","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,1,284,286,FALSE
"2231","PRBI342","ACH_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2232","PRBI342","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,276,282,FALSE
"2233","PRBI35","AC1359",NA,NA,NA,NA,NA,NA,275,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,275,277,FALSE
"2234","PRBI35","AC1578",NA,NA,NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,250,250,TRUE
"2235","PRBI35","APR_Cf29",NA,NA,187,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,195,FALSE
"2236","PRBI35","NNG_012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2237","PRBI35","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,272,278,FALSE
"2238","PRBI35","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,189,FALSE
"2239","PRBI35","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,167,167,TRUE
"2240","PRBI35","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,294,294,TRUE
"2241","PRBI35","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,NA,NA,273,273,NA,NA,NA,NA,NA,NA,FALSE,2,273,273,TRUE
"2242","PRBI35","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,101,NA,NA,101,101,NA,NA,NA,NA,NA,NA,FALSE,2,101,101,TRUE
"2243","PRBI35","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,300,NA,NA,NA,NA,NA,NA,NA,1,289,300,FALSE
"2244","PRBI35","APR_Cf8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,284,336,FALSE
"2245","PRBI35","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,266,NA,NA,NA,NA,NA,1,266,266,TRUE
"2246","PRBI35","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,299,NA,NA,281,299,FALSE,2,281,299,FALSE
"2247","PRBI35","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,NA,1,255,255,TRUE
"2248","PRBI35","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,288,NA,NA,NA,NA,NA,1,286,288,FALSE
"2249","PRBI35","ACH_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2250","PRBI35","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,278,282,FALSE
"2251","PRBI36","AC1359",NA,NA,273,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,275,FALSE
"2252","PRBI36","AC1578",NA,NA,NA,NA,NA,NA,NA,NA,248,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,248,250,FALSE
"2253","PRBI36","APR_Cf29",NA,NA,187,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,199,FALSE
"2254","PRBI36","NNG_012",NA,NA,NA,NA,NA,NA,116,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,116,118,FALSE
"2255","PRBI36","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292,302,NA,1,292,302,FALSE
"2256","PRBI36","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,189,FALSE
"2257","PRBI36","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,167,167,TRUE
"2258","PRBI36","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,294,296,FALSE
"2259","PRBI36","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,277,NA,NA,NA,NA,NA,NA,NA,1,273,277,FALSE
"2260","PRBI36","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,101,NA,NA,NA,NA,NA,NA,NA,1,101,101,TRUE
"2261","PRBI36","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,285,NA,NA,NA,NA,NA,NA,NA,1,221,285,FALSE
"2262","PRBI36","APR_Cf8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2263","PRBI36","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,266,NA,NA,NA,NA,266,266,NA,NA,NA,NA,FALSE,2,266,266,TRUE
"2264","PRBI36","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,289,NA,NA,NA,NA,289,289,NA,NA,NA,NA,FALSE,2,289,289,TRUE
"2265","PRBI36","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,255,255,NA,NA,NA,NA,FALSE,2,255,255,TRUE
"2266","PRBI36","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,286,NA,NA,NA,NA,284,286,NA,NA,NA,NA,FALSE,2,284,286,FALSE
"2267","PRBI36","ACH_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2268","PRBI36","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,272,278,FALSE
"2269","PRBI364","AC1359",NA,NA,275,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,275,275,TRUE
"2270","PRBI364","AC1578",NA,NA,NA,NA,NA,NA,NA,NA,248,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,248,250,FALSE
"2271","PRBI364","APR_Cf29",NA,NA,NA,NA,NA,NA,193,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,193,199,FALSE
"2272","PRBI364","NNG_012",NA,NA,116,116,116,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,116,116,TRUE
"2273","PRBI364","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,274,FALSE
"2274","PRBI364","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,202,FALSE
"2275","PRBI364","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,167,171,FALSE
"2276","PRBI364","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,335,335,TRUE
"2277","PRBI364","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,275,FALSE
"2278","PRBI364","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,101,113,FALSE
"2279","PRBI364","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,281,FALSE
"2280","PRBI364","APR_Cf8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2281","PRBI364","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,264,FALSE,2,264,264,TRUE
"2282","PRBI364","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,277,289,FALSE
"2283","PRBI364","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,255,255,TRUE
"2284","PRBI364","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,286,286,TRUE
"2285","PRBI364","ACH_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2286","PRBI364","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,276,282,FALSE
"2287","PRBI37","AC1359",NA,NA,273,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,275,FALSE
"2288","PRBI37","AC1578",NA,NA,NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,250,250,TRUE
"2289","PRBI37","APR_Cf29",NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,193,FALSE
"2290","PRBI37","NNG_012",NA,NA,NA,NA,NA,NA,116,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,116,118,FALSE
"2291","PRBI37","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,266,TRUE
"2292","PRBI37","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,193,FALSE
"2293","PRBI37","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,182,182,TRUE
"2294","PRBI37","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,354,FALSE,2,294,354,FALSE
"2295","PRBI37","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,NA,NA,NA,NA,NA,NA,NA,1,273,273,TRUE
"2296","PRBI37","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,113,NA,NA,NA,NA,NA,NA,NA,1,101,113,FALSE
"2297","PRBI37","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,273,NA,NA,NA,NA,NA,NA,NA,1,273,273,TRUE
"2298","PRBI37","APR_Cf8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2299","PRBI37","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,266,NA,NA,NA,NA,264,266,NA,NA,NA,NA,FALSE,2,264,266,FALSE
"2300","PRBI37","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,299,NA,NA,NA,NA,277,299,NA,NA,NA,NA,FALSE,2,277,299,FALSE
"2301","PRBI37","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,255,NA,NA,NA,NA,253,255,NA,NA,NA,NA,FALSE,2,253,255,FALSE
"2302","PRBI37","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,NA,NA,FALSE,2,286,286,TRUE
"2303","PRBI37","ACH_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2304","PRBI37","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,278,282,FALSE
"2305","PRBI40","AC1359",NA,NA,273,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,275,FALSE
"2306","PRBI40","AC1578",NA,NA,NA,NA,NA,NA,NA,NA,248,250,NA,NA,NA,NA,NA,NA,NA,NA,248,250,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,248,250,FALSE
"2307","PRBI40","APR_Cf29",NA,NA,187,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,193,FALSE
"2308","PRBI40","NNG_012",NA,NA,NA,NA,NA,NA,116,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,116,118,FALSE
"2309","PRBI40","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,266,274,FALSE
"2310","PRBI40","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,189,193,FALSE
"2311","PRBI40","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,182,FALSE,2,182,182,TRUE
"2312","PRBI40","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,294,360,FALSE
"2313","PRBI40","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,277,NA,NA,NA,NA,NA,NA,NA,1,273,277,FALSE
"2314","PRBI40","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,113,NA,NA,NA,NA,NA,NA,NA,1,101,113,FALSE
"2315","PRBI40","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,296,NA,NA,NA,NA,NA,NA,NA,1,221,296,FALSE
"2316","PRBI40","APR_Cf8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2317","PRBI40","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,266,NA,NA,NA,NA,264,266,NA,NA,NA,NA,FALSE,2,264,266,FALSE
"2318","PRBI40","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,299,NA,NA,NA,NA,277,299,NA,NA,NA,NA,FALSE,2,277,299,FALSE
"2319","PRBI40","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,255,255,NA,NA,NA,NA,FALSE,2,255,255,TRUE
"2320","PRBI40","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,284,NA,NA,NA,NA,284,284,NA,NA,NA,NA,FALSE,2,284,284,TRUE
"2321","PRBI40","ACH_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2322","PRBI40","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,278,278,TRUE
"2323","PRBI41","AC1359",NA,NA,273,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,273,TRUE
"2324","PRBI41","AC1578",NA,NA,NA,NA,NA,NA,NA,NA,248,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,248,250,FALSE
"2325","PRBI41","APR_Cf29",NA,NA,187,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,187,187,TRUE
"2326","PRBI41","NNG_012",NA,NA,116,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,116,118,FALSE
"2327","PRBI41","ACH_A11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,302,FALSE,2,282,302,FALSE
"2328","PRBI41","ACH_A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,185,FALSE,2,185,185,TRUE
"2329","PRBI41","ACH_B9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,202,202,TRUE
"2330","PRBI41","NNG_028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,294,335,FALSE
"2331","PRBI41","ACH_A7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,277,NA,NA,NA,NA,NA,NA,NA,1,277,277,TRUE
"2332","PRBI41","ACH_C1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,101,NA,NA,NA,NA,NA,NA,NA,1,101,101,TRUE
"2333","PRBI41","ACH_D1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262,285,NA,NA,NA,NA,NA,NA,NA,1,262,285,FALSE
"2334","PRBI41","APR_Cf8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2335","PRBI41","ACH_A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264,266,NA,NA,NA,NA,264,266,NA,NA,264,266,FALSE,3,264,266,FALSE
"2336","PRBI41","ACH_A8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277,289,NA,NA,NA,NA,277,289,NA,NA,NA,NA,FALSE,2,277,289,FALSE
"2337","PRBI41","NNG_004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255,255,NA,NA,NA,NA,255,255,NA,NA,NA,NA,FALSE,2,255,255,TRUE
"2338","PRBI41","NNG_007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,286,NA,NA,NA,NA,286,286,NA,NA,NA,NA,FALSE,2,286,286,TRUE
"2339","PRBI41","ACH_D8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"2340","PRBI41","APR_Cf39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,274,278,FALSE
"2341","PRBI42","AC1359",NA,NA,NA,NA,NA,NA,273,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,273,275,FALSE
"2342","PRBI42","AC1578",NA,NA,NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,NA,NA,250,250,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,250,250,TRUE
"2343","PRBI42","APR_Cf29",NA,NA,191,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,191,199,FALSE
